id,image,descriptions,context,topic,anon_worker_id,trial_number,final_description,img_id,descr_length,word_count
165,"Oberaargletscher_from_Oberaar,_2010_07.jpeg",There is a passive set of mountain slopes with snow on top and between two mountains is a rift and a large body of water in forefront.,Montane Ecosystems,mountains,215627235346318,1,There is a passive set of mountain slopes with snow on top and between two mountains is a rift and a large body of water in forefront.,mountains16,134,28
166,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg","There is a beautiful orange brick church with various domes, windows and golden crosses on roofs.",Christian cross,church,215627235346318,2,"There is a beautiful orange brick church with various domes, windows and golden crosses on roofs.",church8,97,17
167,Atelier_à_l'IFB_-_11_&_12_Mars_2020_(3).jpg,There are many people sitting in chairs on both sides of long table looking at their laptops amd having a meeting,Consumer electronics,meeting_in_progress,215627235346318,3,There are many people sitting in chairs on both sides of long table looking at their laptops amd having a meeting,meeting_in_progress7,113,21
168,"1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051.jpg",There is a professional soccer match and a guy in red fall and is holding another opponent jersey. There is banners around fence of field.,Advertising,soccer_in_progress,215627235346318,4,There is a professional soccer match and a guy in red fall and is holding another opponent jersey. There is banners around fence of field.,soccer_in_progress10,138,26
169,"1600px-2019-11-28_14_40_55_A_dinner_table_laid_out_for_Thanksgiving_Dinner_in_the_Parkway_Village_section_of_Ewing_Township,_Mercer_County,_New_Jersey.jpg","There is a table set with plates of vegetables, turkey, and drinks with silverware.",Dinner,laid_table,215627235346318,5,"There is a table set with plates of vegetables, turkey, and drinks with silverware.",laid_table12,83,15
170,"1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051.jpg","The image is of three soccer players and a referee. Two teammates in white surround a third player in red that is on the ground complaining of being fouled. The referee, in teal, is behind them, closely observing. In the foreground is a teammate of the fallen player.",Advertising,soccer_in_progress,537586037535349,0,"The image is of three soccer players and a referee. Two teammates in white surround a third player in red that is on the ground complaining of being fouled. The referee, in teal, is behind them, closely observing. In the foreground is a teammate of the fallen player.",soccer_in_progress10,267,49
171,Wohnzimmer_Fallada_1.JPG,"The image is that of a dining room, with a white reading room behind it. In the dining room, the table is made of glass and contains a flower decoration in the middle. The flowers are multi-colored. The chairs are wooden and brown and contain a comfortable material when one sits. The room has an old chandelier and the curtains to the left of it are closed. Behind the table is a cabinet containing dishes.",Furniture,living_room,537586037535349,1,"The image is that of a dining room, with a white reading room behind it. In the dining room, the table is made of glass and contains a flower decoration in the middle. The flowers are multi-colored. The chairs are wooden and brown and contain a comfortable material when one sits. The room has an old chandelier and the curtains to the left of it are closed. Behind the table is a cabinet containing dishes.",living_room6,407,77
172,Atelier_à_l'IFB_-_11_&_12_Mars_2020_(3).jpg,"The image is of a room that contains a large, rectangular table that has approximately 12 people sitting and working on it. Each person is on a laptop, sitting on a black chair. Some of these people have water bottles, while others have earphones. In the background there is an image being projected on a white board.",Consumer electronics,meeting_in_progress,537586037535349,2,"The image is of a room that contains a large, rectangular table that has approximately 12 people sitting and working on it. Each person is on a laptop, sitting on a black chair. Some of these people have water bottles, while others have earphones. In the background there is an image being projected on a white board.",meeting_in_progress7,317,58
173,river.jpeg,"There is a large river flowing in between lushes green hills/mountains. These mountains contain oak trees, as well as other types of trees. The mountain in the foreground is darker and it has snow. There are clouds that surround the mountain in the foreground.",Montane Ecosystems,mountains,537586037535349,3,"There is a large river flowing in between lushes green hills/mountains. These mountains contain oak trees, as well as other types of trees. The mountain in the foreground is darker and it has snow. There are clouds that surround the mountain in the foreground.",mountains18,260,46
174,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg","The image is that of a church. It is a somewhat modern looking church, very clean. It is beige with horizontal bricks that are red in color. At the top of the church sit three crosses, with the on in the middle sitting higher than the other two surrounding it. The windows have circular openings that are in a vertical pattern. In the background one can see mountains and trees. The church has a light post towards the front.",Building material,church,537586037535349,4,"The image is that of a church. It is a somewhat modern looking church, very clean. It is beige with horizontal bricks that are red in color. At the top of the church sit three crosses, with the on in the middle sitting higher than the other two surrounding it. The windows have circular openings that are in a vertical pattern. In the background one can see mountains and trees. The church has a light post towards the front.",church8,425,80
175,Earth_to_Table_DInner_with_Gunnar_Karl_Gíslason_(15640694895).jpg,"The image is that of a restaurant's kitchen. There are five cooks and one chef. The cooks and chef are preparing multiple, similar meals on a table. To the left of the chef and cooks is the kitchen, whose equipment is of stainless steel. Behind the equipment is the material needed to prepare the food.",Tableware,laid_table,537586037535349,5,"The image is that of a restaurant's kitchen. There are five cooks and one chef. The cooks and chef are preparing multiple, similar meals on a table. To the left of the chef and cooks is the kitchen, whose equipment is of stainless steel. Behind the equipment is the material needed to prepare the food.",laid_table3,302,57
176,Wohnzimmer_Fallada_1.JPG,A room inside of a house that has a table in it with a glass pane next to it that looks out to some plants.,Window,living_room,811687717820364,0,A room inside of a house that has a table in it with a glass pane next to it that looks out to some plants.,living_room6,107,26
177,river.jpeg,Hills that are covered in trees on the edges of a river that runs at the base of them.,Montane Ecosystems,mountains,811687717820364,1,Hills that are covered in trees on the edges of a river that runs at the base of them.,mountains18,86,20
178,Atelier_à_l'IFB_-_11_&_12_Mars_2020_(3).jpg,A group of people sitting at a table with computers in front of them and a screen on the wall with information as well.,Consumer electronics,meeting_in_progress,811687717820364,2,A group of people sitting at a table with computers in front of them and a screen on the wall with information as well.,meeting_in_progress7,119,25
179,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg",A building that is made out of brown and red stone block with grey metal on the roof and gold crosses atop that.,Building material,church,811687717820364,3,A building that is made out of brown and red stone block with grey metal on the roof and gold crosses atop that.,church8,112,24
180,"1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278.jpg","A group of soccer players standing around with different short haircuts, some are buzzed across the top, some are buzzed only on the side.",Hairstyle,soccer_in_progress,811687717820364,4,"A group of soccer players standing around with different short haircuts, some are buzzed across the top, some are buzzed only on the side.",soccer_in_progress13,138,25
181,"Thanksgiving_Dinner_Table,_Broward_County_Florida,_1971_02.jpg",A turkey that is sitting on a cutting board on a dining room table next to a bottle of wine.,American cuisine,laid_table,811687717820364,5,A turkey that is sitting on a cutting board on a dining room table next to a bottle of wine.,laid_table14,92,21
182,1600px-Covariant_Founding_Team_at_Covariant_HQ_Anno_November_2017.jpg,"the image shows four people are having a meeting in a meeting room. All four people are male, with one white and three Asians. Two Asians are sitting around a table with three laptops on it. Two other person are standing next to a whiteboard, making a presentation to the seated people. The weather outside is sunny.",Consumer electronics,meeting_in_progress,165241271464348,0,"the image shows four people are having a meeting in a meeting room. All four people are male, with one white and three Asians. Two Asians are sitting around a table with three laptops on it. Two other person are standing next to a whiteboard, making a presentation to the seated people. The weather outside is sunny.",meeting_in_progress17,316,58
183,Earth_to_Table_DInner_with_Gunnar_Karl_Gíslason_(15640694895).jpg,The image shows a group of chiefs preparing dishes in a large kitchen of a restaurant.,Dinner,laid_table,165241271464348,1,The image shows a group of chiefs preparing dishes in a large kitchen of a restaurant.,laid_table3,86,17
184,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg",The image shows a relatively small church on the ground.,Building material,church,165241271464348,2,The image shows a relatively small church on the ground.,church8,56,11
185,river.jpeg,The image shows a large river running through mountains in summer or early fall.,Montane Ecosystems,mountains,165241271464348,3,The image shows a large river running through mountains in summer or early fall.,mountains18,80,15
186,Living_room_at_35_Yowani_Rd_Rosedale_NSW_all_burnt_in_2019-12-19_bushfire.jpg,"The image shows a small living room, which contains a sofa, three chairs, a fireplace, and bookshelves.",Interior design,living_room,165241271464348,4,"The image shows a small living room, which contains a sofa, three chairs, a fireplace, and bookshelves.",living_room11,103,18
187,"1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051.jpg",The image shows a soccer game with a player in red jersey competing with two players in white jerseys. A red bull logo can be seen on the white jersey. Advertisement boards are in the back.,Advertising,soccer_in_progress,165241271464348,5,The image shows a soccer game with a player in red jersey competing with two players in white jerseys. A red bull logo can be seen on the white jersey. Advertisement boards are in the back.,soccer_in_progress10,189,37
188,"1599px-Georgios_Ntaviotis_&_Daniel_Souček,_U21_CZE-GRE_2019-10-10.jpg",A soccer field showing advertising billboards in the background.,Advertising,soccer_in_progress,706571277818637,0,A soccer field showing advertising billboards in the background.,soccer_in_progress1,64,10
189,1600px-Covariant_Founding_Team_at_Covariant_HQ_Anno_November_2017.jpg,Four people gathered around a white table in an office.,Furniture,meeting_in_progress,706571277818637,1,Four people gathered around a white table in an office.,meeting_in_progress17,55,11
190,Wohnzimmer_Fallada_1.JPG,The interior view of a dining room.,Interior design,living_room,706571277818637,2,The interior view of a dining room.,living_room6,35,8
191,1599px-Paris_Notre-Dame_East_View_02.jpeg,A large cathedral that utilizes many different building materials in its construction.,Building material,church,706571277818637,3,A large cathedral that utilizes many different building materials in its construction.,church19,86,13
192,river.jpeg,A view of a mountain that was created through orogeny near a river.,Orogeny,mountains,706571277818637,4,A view of a mountain that was created through orogeny near a river.,mountains18,67,14
193,"Thanksgiving_Dinner_Table,_Broward_County_Florida,_1971_02.jpg",Fine China tableware displayed on a dining room table.,Tableware,laid_table,706571277818637,5,Fine China tableware displayed on a dining room table.,laid_table14,54,10
194,"1600px-2019-11-28_14_40_55_A_dinner_table_laid_out_for_Thanksgiving_Dinner_in_the_Parkway_Village_section_of_Ewing_Township,_Mercer_County,_New_Jersey.jpg",It's a bunch of food from America. It's set up on a table.,American cuisine,laid_table,052560398084773,0,It's a bunch of food from America. It's set up on a table.,laid_table12,58,16
195,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg",It's a building with domes. It's a church. It's made of bricks and wood.,Building material,church,052560398084773,1,It's a building with domes. It's a church. It's made of bricks and wood.,church8,72,18
196,Atelier_à_l'IFB_-_11_&_12_Mars_2020_(3).jpg,It's people sitting on plastic chairs alongside a large table. It's in a building and there's a lot of computers on the table.,Furniture,meeting_in_progress,052560398084773,2,It's people sitting on plastic chairs alongside a large table. It's in a building and there's a lot of computers on the table.,meeting_in_progress7,126,27
197,Wohnzimmer_Fallada_1.JPG,"It's the inside of a house with a table, chairs, a bookcase, and windows.",Interior design,living_room,052560398084773,3,"It's the inside of a house with a table, chairs, a bookcase, and windows.",living_room6,73,16
198,river.jpeg,It's a bunch of trees and a river running through it.,Orogeny,mountains,052560398084773,4,It's a bunch of trees and a river running through it.,mountains18,53,13
199,"1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051.jpg",It's people playing soccer with ads on the jerseys and ads in the background.,Advertising,soccer_in_progress,052560398084773,5,It's people playing soccer with ads on the jerseys and ads in the background.,soccer_in_progress10,77,16
200,Dreifaltigkeitskirche_süd.jpg,A church constructed of brick with a graveyard in front of it and many arched windows.,Building material,church,491603730360980,0,A church constructed of brick with a graveyard in front of it and many arched windows.,church4,86,17
201,"Lago_de_Como,_Italia,_2016-06-25,_DD_02-06_PAN.jpeg","A body of water in between two sets of mountains, many of which have structures on them.",Montane Ecosystems,mountains,491603730360980,1,"A body of water in between two sets of mountains, many of which have structures on them.",mountains9,88,18
202,"1600px-2019-11-28_14_40_55_A_dinner_table_laid_out_for_Thanksgiving_Dinner_in_the_Parkway_Village_section_of_Ewing_Township,_Mercer_County,_New_Jersey.jpg","A table with many varied types of foods, drinks, dinnerware, and silverware. The Table has a red and green tablecloth and has wooden chairs surrounding it.|A table with many varied types of foods, drinks, dinnerware, and silverware. The table has a red and green tablecloth and has wooden chairs surrounding it.",Dinner,laid_table,491603730360980,2,"A table with many varied types of foods, drinks, dinnerware, and silverware. The table has a red and green tablecloth and has wooden chairs surrounding it.",laid_table12,155,27
203,Wohnzimmer_Fallada_1.JPG,"A dining room with a round, wooden table surrounded by multiple wood chairs. A chandelier hangs above the table and a cabinet filled with tea sets is nearby. The room is connected to another room with full bookcases.",Interior design,living_room,491603730360980,3,"A dining room with a round, wooden table surrounded by multiple wood chairs. A chandelier hangs above the table and a cabinet filled with tea sets is nearby. The room is connected to another room with full bookcases.",living_room6,216,39
204,"1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051.jpg",Two men on a soccer team sponsored by Red Bull wearing white jerseys are competing in a soccer match. There is a player from another team in a red jersey who is on the ground while a referee in blue is approaching the play.,Hairstyle,soccer_in_progress,491603730360980,4,Two men on a soccer team sponsored by Red Bull wearing white jerseys are competing in a soccer match. There is a player from another team in a red jersey who is on the ground while a referee in blue is approaching the play.,soccer_in_progress10,223,45
205,La_Trobe_Uni_Wikimeetup_March_2020.jpg,"Men and woman surround a large, rectangular table in an office setting.The office has large windows allowing natural light in. Every worker has an open laptop computer in front of them.|Men and woman surround a large, rectangular table in an office setting. The office has large windows allowing natural light in. Every worker has an open laptop computer in front of them.",Furniture,meeting_in_progress,491603730360980,5,"Men and woman surround a large, rectangular table in an office setting. The office has large windows allowing natural light in. Every worker has an open laptop computer in front of them.",meeting_in_progress2,186,33
206,La_Trobe_Uni_Wikimeetup_March_2020.jpg,"A group of nine people, three women and six men are sitting around a two boardroom meeting tables that have been pushed together. Each person except for one man has a laptop open in front of them. Each person is looking up from their laptops and looking at the camera and smiling. They are in an office setting in front of a large window. There is a clear view to the outside which is lush with greenery.",Consumer electronics,meeting_in_progress,502328764167483,0,"A group of nine people, three women and six men are sitting around a two boardroom meeting tables that have been pushed together. Each person except for one man has a laptop open in front of them. Each person is looking up from their laptops and looking at the camera and smiling. They are in an office setting in front of a large window. There is a clear view to the outside which is lush with greenery.",meeting_in_progress2,404,78
207,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg","A vintage church building is shown. The building is created out of square tan colored stone with rectangular brick accenting each layer of stone. The church building is constructed on a tiled floor in a lighter tan color. Portions of the roof are flat and there are separated domed, arched sections that are made in varying levels. Three of these sections have large, bright golden crosses on top of them. There are no visible windows but there are sections that contain five small, round holes that may be a window of some type",Roof,church,502328764167483,1,"A vintage church building is shown. The building is created out of square tan colored stone with rectangular brick accenting each layer of stone. The church building is constructed on a tiled floor in a lighter tan color. Portions of the roof are flat and there are separated domed, arched sections that are made in varying levels. Three of these sections have large, bright golden crosses on top of them. There are no visible windows but there are sections that contain five small, round holes that may be a window of some type",church8,528,93
208,Earth_to_Table_DInner_with_Gunnar_Karl_Gíslason_(15640694895).jpg,"There is a group of seven people (one woman, six men) working in an industrial kitchen setting. These seven people are surrounding a very long, then rectangular black table. The table contains a large amount of white dishes that have a small amount of food on each plate. The people are adding items to each place. Five of the people are wearing server uniforms. One man is wearing a grey hooded sweatshirt and one man is wearing a black shirt",Tableware,laid_table,502328764167483,2,"There is a group of seven people (one woman, six men) working in an industrial kitchen setting. These seven people are surrounding a very long, then rectangular black table. The table contains a large amount of white dishes that have a small amount of food on each plate. The people are adding items to each place. Five of the people are wearing server uniforms. One man is wearing a grey hooded sweatshirt and one man is wearing a black shirt",laid_table3,443,80
209,"1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278.jpg",A group of five men are on a playing field in soccer uniforms. These men are celebrating a win. Four of the men are group closely together and are patting each other on the back. One man is jumping in the air and is completely off the ground,Hairstyle,soccer_in_progress,502328764167483,3,A group of five men are on a playing field in soccer uniforms. These men are celebrating a win. Four of the men are group closely together and are patting each other on the back. One man is jumping in the air and is completely off the ground,soccer_in_progress13,241,48
210,Wohnzimmer_Fallada_1.JPG,"A dining room with a round table and four chairs in front of a large window with white curtains. Under the window is a white radiator. Behind the table and chairs is a hutch holding dishware. Over the table is a chandelier with five lights. Another room is visible that has a wooden chair in sight with a long shelf holding books. Above the long shelf is a large, paned window",Window,living_room,502328764167483,4,"A dining room with a round table and four chairs in front of a large window with white curtains. Under the window is a white radiator. Behind the table and chairs is a hutch holding dishware. Over the table is a chandelier with five lights. Another room is visible that has a wooden chair in sight with a long shelf holding books. Above the long shelf is a large, paned window",living_room6,376,71
211,"Lago_de_Como,_Italia,_2016-06-25,_DD_02-06_PAN.jpeg",A mountain range is shown in the front of the image and the back of the image. A large body of water is in the middle of the two mountain ranges. The clouds are low and it is an overcast day. Houses are scattered within the mountainside,Orogeny,mountains,502328764167483,5,A mountain range is shown in the front of the image and the back of the image. A large body of water is in the middle of the two mountain ranges. The clouds are low and it is an overcast day. Houses are scattered within the mountainside,mountains9,236,47
212,"1600px-2019-11-28_14_40_55_A_dinner_table_laid_out_for_Thanksgiving_Dinner_in_the_Parkway_Village_section_of_Ewing_Township,_Mercer_County,_New_Jersey.jpg",a big dinner table with lots of food and plates with utensils served on the side,Dinner,laid_table,657457002561351,0,a big dinner table with lots of food and plates with utensils served on the side,laid_table12,80,16
213,La_Trobe_Uni_Wikimeetup_March_2020.jpg,a group meeting in a large conference room,Consumer electronics,meeting_in_progress,657457002561351,1,a group meeting in a large conference room,meeting_in_progress2,42,8
214,"1599px-Georgios_Ntaviotis_&_Daniel_Souček,_U21_CZE-GRE_2019-10-10.jpg",two soccer players on the field,Hairstyle,soccer_in_progress,657457002561351,2,two soccer players on the field,soccer_in_progress1,31,6
215,1599px-Paris_Notre-Dame_East_View_02.jpeg,a giant church with a beautiful garden,Christian cross,church,657457002561351,3,a giant church with a beautiful garden,church19,38,7
216,wiki_livingroom.jpg,A small group of people chatting in the living room,Furniture,living_room,657457002561351,4,A small group of people chatting in the living room,living_room15,51,10
217,river.jpeg,A large river flowing across the land,Body of water,mountains,657457002561351,5,A large river flowing across the land,mountains18,37,7
218,"Oberaargletscher_from_Oberaar,_2010_07.jpeg",A lake surrounded by tall mountains,Body of water,mountains,644350211881630,0,A lake surrounded by tall mountains,mountains16,35,6
219,Wohnzimmer_Fallada_1.JPG,A dining room of a house. There is a round table surrounded by six chairs.,Interior design,living_room,644350211881630,1,A dining room of a house. There is a round table surrounded by six chairs.,living_room6,74,16
220,"1600px-2019-11-28_14_40_55_A_dinner_table_laid_out_for_Thanksgiving_Dinner_in_the_Parkway_Village_section_of_Ewing_Township,_Mercer_County,_New_Jersey.jpg",A dinner party with many plates of food set on top of a decorated table. There is silverware and white plates and bowls containing food.,Tableware,laid_table,644350211881630,2,A dinner party with many plates of food set on top of a decorated table. There is silverware and white plates and bowls containing food.,laid_table12,136,26
221,1600px-Covariant_Founding_Team_at_Covariant_HQ_Anno_November_2017.jpg,A business meeting with four people discussing something. There are two people sitting in a table with their laptops out. There are two other people explaining things next to a whiteboard.,Cooperation,meeting_in_progress,644350211881630,3,A business meeting with four people discussing something. There are two people sitting in a table with their laptops out. There are two other people explaining things next to a whiteboard.,meeting_in_progress17,188,32
222,Dreifaltigkeitskirche_süd.jpg,An old church next to lots of tombstones. The roof of the church is pointy and has a sign of the cross.,Roof,church,644350211881630,4,An old church next to lots of tombstones. The roof of the church is pointy and has a sign of the cross.,church4,103,23
223,"1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051.jpg",A soccer match with players fighting for the ball.,Hairstyle,soccer_in_progress,644350211881630,5,A soccer match with players fighting for the ball.,soccer_in_progress10,50,10
224,Living_room_at_35_Yowani_Rd_Rosedale_NSW_all_burnt_in_2019-12-19_bushfire.jpg,"A picture of a well designed living room including a couch, three chairs, a coffee table and a couple small tables.",Interior design,living_room,378251304632735,0,"A picture of a well designed living room including a couch, three chairs, a coffee table and a couple small tables.",living_room11,115,22
225,"Lago_de_Como,_Italia,_2016-06-25,_DD_02-06_PAN.jpeg",A view of two mountain ranges with a bay between them.,Orogeny,mountains,378251304632735,1,A view of two mountain ranges with a bay between them.,mountains9,54,12
226,Atelier_à_l'IFB_-_11_&_12_Mars_2020_(3).jpg,A room with a long table seating 12 people.  Each person has a laptop in front of them and there is an image projected on the wall at the end of the room.,Consumer electronics,meeting_in_progress,378251304632735,2,A room with a long table seating 12 people.  Each person has a laptop in front of them and there is an image projected on the wall at the end of the room.,meeting_in_progress7,154,34
227,Dreifaltigkeitskirche_süd.jpg,The outside frontal view of a brick church.  There is also a small graveyard in front of the church.,Building material,church,378251304632735,3,The outside frontal view of a brick church.  There is also a small graveyard in front of the church.,church4,100,20
228,"1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051.jpg",Three men trying to get to a soccer ball during a game. One man has fallen and two opposing team members are stopping next to him.,Competition,soccer_in_progress,378251304632735,4,Three men trying to get to a soccer ball during a game. One man has fallen and two opposing team members are stopping next to him.,soccer_in_progress10,130,27
229,"1600px-2019-11-28_14_40_55_A_dinner_table_laid_out_for_Thanksgiving_Dinner_in_the_Parkway_Village_section_of_Ewing_Township,_Mercer_County,_New_Jersey.jpg",A table is set with dishes and silverware for five.  The food is on the table as well and ready to be served when the people arrive.,American cuisine,laid_table,378251304632735,5,A table is set with dishes and silverware for five.  The food is on the table as well and ready to be served when the people arrive.,laid_table12,132,28
230,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg",A brown church has domes on the roof and they are topped with gold crosses.,Christian cross,church,187266416762927,0,A brown church has domes on the roof and they are topped with gold crosses.,church8,75,16
231,Earth_to_Table_DInner_with_Gunnar_Karl_Gíslason_(15640694895).jpg,A group of chefs are preparing many plates of American food in a large kitchen.,American cuisine,laid_table,187266416762927,1,A group of chefs are preparing many plates of American food in a large kitchen.,laid_table3,79,16
232,"Lago_de_Como,_Italia,_2016-06-25,_DD_02-06_PAN.jpeg",A large body of blue water is surrounded by rugged green hills.,Body of water,mountains,187266416762927,2,A large body of blue water is surrounded by rugged green hills.,mountains9,63,13
233,"1599px-Georgios_Ntaviotis_&_Daniel_Souček,_U21_CZE-GRE_2019-10-10.jpg",Two soccer players are engaged in a competition on a playing field.,Competition,soccer_in_progress,187266416762927,3,Two soccer players are engaged in a competition on a playing field.,soccer_in_progress1,67,13
234,La_Trobe_Uni_Wikimeetup_March_2020.jpg,There is a room with many windows and furniture. A group of people with computers are sitting on chairs around a table.,Furniture,meeting_in_progress,187266416762927,4,There is a room with many windows and furniture. A group of people with computers are sitting on chairs around a table.,meeting_in_progress2,119,23
235,Living_room_at_35_Yowani_Rd_Rosedale_NSW_all_burnt_in_2019-12-19_bushfire.jpg,The interior design of a room includes shelves with decorative objects and a small seating area.,Interior design,living_room,187266416762927,5,The interior design of a room includes shelves with decorative objects and a small seating area.,living_room11,96,17
236,"Thanksgiving_Dinner_Table,_Broward_County_Florida,_1971_02.jpg",A typical American holiday dinner table is shown and the main course is a roasted turkey.,American cuisine,laid_table,492017657205156,0,A typical American holiday dinner table is shown and the main course is a roasted turkey.,laid_table14,89,17
237,1599px-Paris_Notre-Dame_East_View_02.jpeg,An elaborate stone cathedral with multiple spires is featured.|An elaborate stone cathedral with multiple spires is featured.,Building material,church,492017657205156,1,An elaborate stone cathedral with multiple spires is featured.,church19,62,10
238,"1599px-Georgios_Ntaviotis_&_Daniel_Souček,_U21_CZE-GRE_2019-10-10.jpg",Two soccer players are seen on the pitch during a game.,Competition,soccer_in_progress,492017657205156,2,Two soccer players are seen on the pitch during a game.,soccer_in_progress1,55,12
239,Wohnzimmer_Fallada_1.JPG,A typical dining room is shown which features an oval wooden table and chairs.,Furniture,living_room,492017657205156,3,A typical dining room is shown which features an oval wooden table and chairs.,living_room6,78,15
240,La_Trobe_Uni_Wikimeetup_March_2020.jpg,"A group of people, each sitting with their laptop devices in front of them, are seated at a table in a conference room.",Consumer electronics,meeting_in_progress,492017657205156,4,"A group of people, each sitting with their laptop devices in front of them, are seated at a table in a conference room.",meeting_in_progress2,119,24
241,river.jpeg,Hills and mountains are shown in the background rising above the curves of a meandering river.,Orogeny,mountains,492017657205156,5,Hills and mountains are shown in the background rising above the curves of a meandering river.,mountains18,94,17
242,1600px-Covariant_Founding_Team_at_Covariant_HQ_Anno_November_2017.jpg,a group of workers discussing,Consumer electronics,meeting_in_progress,843203766709634,0,a group of workers discussing,meeting_in_progress17,29,5
243,"1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278.jpg",players celebrating a goal,Competition,soccer_in_progress,843203766709634,1,players celebrating a goal,soccer_in_progress13,26,4
244,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg",a church building,Roof,church,843203766709634,2,a church building,church8,17,3
245,Earth_to_Table_DInner_with_Gunnar_Karl_Gíslason_(15640694895).jpg,dishes on a table,Tableware,laid_table,843203766709634,3,dishes on a table,laid_table3,17,4
246,"Lago_de_Como,_Italia,_2016-06-25,_DD_02-06_PAN.jpeg",body of water,Body of water,mountains,843203766709634,4,body of water,mountains9,13,3
247,wiki_livingroom.jpg,a sitting room with people,Interior design,living_room,843203766709634,5,a sitting room with people,living_room15,26,5
248,Atelier_à_l'IFB_-_11_&_12_Mars_2020_(3).jpg,It shows a group of humans sitting in a meeting together.,Cooperation,meeting_in_progress,678858076300371,0,It shows a group of humans sitting in a meeting together.,meeting_in_progress7,57,12
249,river.jpeg,This shows a river cutting through some mountains.,Body of water,mountains,678858076300371,1,This shows a river cutting through some mountains.,mountains18,50,9
250,"1600px-2019-11-28_14_40_55_A_dinner_table_laid_out_for_Thanksgiving_Dinner_in_the_Parkway_Village_section_of_Ewing_Township,_Mercer_County,_New_Jersey.jpg",This is a table filled with food and dishes. Appears to be an American Thanksgiving.,Dinner,laid_table,678858076300371,2,This is a table filled with food and dishes. Appears to be an American Thanksgiving.,laid_table12,84,16
251,Dreifaltigkeitskirche_süd.jpg,This is an old brick church. There are tombstones in front of it.,Building material,church,678858076300371,3,This is an old brick church. There are tombstones in front of it.,church4,65,14
252,"1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278.jpg",This is a picture of a soccer stadium. A team is cheering next to a bunch of ad banners.,Advertising,soccer_in_progress,678858076300371,4,This is a picture of a soccer stadium. A team is cheering next to a bunch of ad banners.,soccer_in_progress13,88,20
253,wiki_livingroom.jpg,"This is a room filled with couches, a table, a dresser and more. People are talking.",Furniture,living_room,678858076300371,5,"This is a room filled with couches, a table, a dresser and more. People are talking.",living_room15,84,17
254,"1600px-2019-11-28_14_40_55_A_dinner_table_laid_out_for_Thanksgiving_Dinner_in_the_Parkway_Village_section_of_Ewing_Township,_Mercer_County,_New_Jersey.jpg","A table filled with bowls,plates and glasses. Many different types of food are represented from salads to a pie.",American cuisine,laid_table,012624202087857,0,"A table filled with bowls,plates and glasses. Many different types of food are represented from salads to a pie.",laid_table12,112,21
255,1599px-Paris_Notre-Dame_East_View_02.jpeg,A church is pictured on a sunny day. There is a large spire on the roof of a church that has a cross on top.,Christian cross,church,012624202087857,1,A church is pictured on a sunny day. There is a large spire on the roof of a church that has a cross on top.,church19,108,26
256,"1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278.jpg",A soccer team is shown on the playing field celebrating. One man is jumping high in the air. There is a man with twists and four more with short cut hair.,Hairstyle,soccer_in_progress,012624202087857,2,A soccer team is shown on the playing field celebrating. One man is jumping high in the air. There is a man with twists and four more with short cut hair.,soccer_in_progress13,154,32
